Designator,Mid X,Mid Y,Layer,Rotation
C13,103.045004,-234.195019,T,0.0
C13,43.094999,-234.195019,T,0.0
C13,222.945014,-192.205014,T,0.0
C13,162.995009,-192.205014,T,0.0
C13,103.045004,-192.205014,T,0.0
C13,43.094999,-192.205014,T,0.0
C13,222.945014,-150.215009,T,0.0
C13,162.995009,-150.215009,T,0.0
C13,103.045004,-150.215009,T,0.0
C13,43.094999,-150.215009,T,0.0
C13,222.945014,-108.225004,T,0.0
C13,162.995009,-108.225004,T,0.0
C13,103.045004,-108.225004,T,0.0
C13,43.094999,-108.225004,T,0.0
C13,222.945014,-66.234999,T,0.0
C13,162.995009,-66.234999,T,0.0
C13,103.045004,-66.234999,T,0.0
C13,43.094999,-66.234999,T,0.0
C14,251.480014,-276.185024,T,0.0
C14,191.530009,-276.185024,T,0.0
C14,131.580004,-276.185024,T,0.0
C14,71.629999,-276.185024,T,0.0
C14,251.480014,-234.195019,T,0.0
C14,191.530009,-234.195019,T,0.0
C14,131.580004,-234.195019,T,0.0
C14,71.629999,-234.195019,T,0.0
C14,251.480014,-192.205014,T,0.0
C14,191.530009,-192.205014,T,0.0
C14,131.580004,-192.205014,T,0.0
C14,71.629999,-192.205014,T,0.0
C14,251.480014,-150.215009,T,0.0
C14,191.530009,-150.215009,T,0.0
C14,131.580004,-150.215009,T,0.0
C14,71.629999,-150.215009,T,0.0
C14,251.480014,-108.225004,T,0.0
C14,191.530009,-108.225004,T,0.0
C14,131.580004,-108.225004,T,0.0
C14,71.629999,-108.225004,T,0.0
C14,251.480014,-66.234999,T,0.0
C14,191.530009,-66.234999,T,0.0
C14,131.580004,-66.234999,T,0.0
C14,71.629999,-66.234999,T,0.0
C15,215.645014,-245.205024,T,0.0
C15,155.695009,-245.205024,T,0.0
C15,95.745004,-245.205024,T,0.0
C15,35.794999,-245.205024,T,0.0
C15,215.645014,-203.215019,T,0.0
C15,155.695009,-203.215019,T,0.0
C15,95.745004,-203.215019,T,0.0
C15,35.794999,-203.215019,T,0.0
C15,215.645014,-161.225014,T,0.0
C15,155.695009,-161.225014,T,0.0
C15,95.745004,-161.225014,T,0.0
C15,35.794999,-161.225014,T,0.0
C15,215.645014,-119.235009,T,0.0
C15,155.695009,-119.235009,T,0.0
C15,95.745004,-119.235009,T,0.0
C15,35.794999,-119.235009,T,0.0
C15,215.645014,-77.245004,T,0.0
C15,155.695009,-77.245004,T,0.0
C15,95.745004,-77.245004,T,0.0
C15,35.794999,-77.245004,T,0.0
C15,215.645014,-35.254999,T,0.0
C15,155.695009,-35.254999,T,0.0
C15,95.745004,-35.254999,T,0.0
C15,35.794999,-35.254999,T,0.0
C16,204.215014,-245.205024,T,0.0
C16,144.265009,-245.205024,T,0.0
C16,84.315004,-245.205024,T,0.0
C16,24.364999,-245.205024,T,0.0
C16,204.215014,-203.215019,T,0.0
C16,144.265009,-203.215019,T,0.0
C16,84.315004,-203.215019,T,0.0
C16,24.364999,-203.215019,T,0.0
C16,204.215014,-161.225014,T,0.0
C16,144.265009,-161.225014,T,0.0
C16,84.315004,-161.225014,T,0.0
C16,24.364999,-161.225014,T,0.0
C16,204.215014,-119.235009,T,0.0
C16,144.265009,-119.235009,T,0.0
C16,84.315004,-119.235009,T,0.0
C16,24.364999,-119.235009,T,0.0
C16,204.215014,-77.245004,T,0.0
C16,144.265009,-77.245004,T,0.0
C16,84.315004,-77.245004,T,0.0
C16,24.364999,-77.245004,T,0.0
C16,204.215014,-35.254999,T,0.0
C16,144.265009,-35.254999,T,0.0
C16,84.315004,-35.254999,T,0.0
C16,24.364999,-35.254999,T,0.0
C17,233.895014,-277.460024,T,270.0
C17,173.945009,-277.460024,T,270.0
C17,113.995004,-277.460024,T,270.0
C17,54.044999,-277.460024,T,270.0
C17,233.895014,-235.470019,T,270.0
C17,173.945009,-235.470019,T,270.0
C17,113.995004,-235.470019,T,270.0
C17,54.044999,-235.470019,T,270.0
C17,233.895014,-193.480014,T,270.0
C17,173.945009,-193.480014,T,270.0
C17,113.995004,-193.480014,T,270.0
C17,54.044999,-193.480014,T,270.0
C17,233.895014,-151.490009,T,270.0
C17,173.945009,-151.490009,T,270.0
C17,113.995004,-151.490009,T,270.0
C17,54.044999,-151.490009,T,270.0
C17,233.895014,-109.500004,T,270.0
C17,173.945009,-109.500004,T,270.0
C17,113.995004,-109.500004,T,270.0
C17,54.044999,-109.500004,T,270.0
C17,233.895014,-67.509999,T,270.0
C17,173.945009,-67.509999,T,270.0
C17,113.995004,-67.509999,T,270.0
C17,54.044999,-67.509999,T,270.0
C18,215.325014,-276.185024,T,0.0
C18,155.375009,-276.185024,T,0.0
C18,95.425004,-276.185024,T,0.0
C18,35.474999,-276.185024,T,0.0
C18,215.325014,-234.195019,T,0.0
C18,155.375009,-234.195019,T,0.0
C18,95.425004,-234.195019,T,0.0
C18,35.474999,-234.195019,T,0.0
C18,215.325014,-192.205014,T,0.0
C18,155.375009,-192.205014,T,0.0
C18,95.425004,-192.205014,T,0.0
C18,35.474999,-192.205014,T,0.0
C18,215.325014,-150.215009,T,0.0
C18,155.375009,-150.215009,T,0.0
C18,95.425004,-150.215009,T,0.0
C18,35.474999,-150.215009,T,0.0
C18,215.325014,-108.225004,T,0.0
C18,155.375009,-108.225004,T,0.0
C18,95.425004,-108.225004,T,0.0
C18,35.474999,-108.225004,T,0.0
C18,215.325014,-66.234999,T,0.0
C18,155.375009,-66.234999,T,0.0
C18,95.425004,-66.234999,T,0.0
C18,35.474999,-66.234999,T,0.0
C19,215.325014,-273.645024,T,0.0
C19,155.375009,-273.645024,T,0.0
C19,95.425004,-273.645024,T,0.0
C19,35.474999,-273.645024,T,0.0
C19,215.325014,-231.655019,T,0.0
C19,155.375009,-231.655019,T,0.0
C19,95.425004,-231.655019,T,0.0
C19,35.474999,-231.655019,T,0.0
C19,215.325014,-189.665014,T,0.0
C19,155.375009,-189.665014,T,0.0
C19,95.425004,-189.665014,T,0.0
C19,35.474999,-189.665014,T,0.0
C19,215.325014,-147.675009,T,0.0
C19,155.375009,-147.675009,T,0.0
C19,95.425004,-147.675009,T,0.0
C19,35.474999,-147.675009,T,0.0
C19,215.325014,-105.685004,T,0.0
C19,155.375009,-105.685004,T,0.0
C19,95.425004,-105.685004,T,0.0
C19,35.474999,-105.685004,T,0.0
C19,215.325014,-63.694999,T,0.0
C19,155.375009,-63.694999,T,0.0
C19,95.425004,-63.694999,T,0.0
C19,35.474999,-63.694999,T,0.0
C2,224.535014,-272.375024,T,270.0
C2,164.585009,-272.375024,T,270.0
C2,104.635004,-272.375024,T,270.0
C2,44.684999,-272.375024,T,270.0
C2,224.535014,-230.385019,T,270.0
C2,164.585009,-230.385019,T,270.0
C2,104.635004,-230.385019,T,270.0
C2,44.684999,-230.385019,T,270.0
C2,224.535014,-188.395014,T,270.0
C2,164.585009,-188.395014,T,270.0
C2,104.635004,-188.395014,T,270.0
C2,44.684999,-188.395014,T,270.0
C2,224.535014,-146.405009,T,270.0
C2,164.585009,-146.405009,T,270.0
C2,104.635004,-146.405009,T,270.0
C2,44.684999,-146.405009,T,270.0
C2,224.535014,-104.415004,T,270.0
C2,164.585009,-104.415004,T,270.0
C2,104.635004,-104.415004,T,270.0
C2,44.684999,-104.415004,T,270.0
C2,224.535014,-62.424999,T,270.0
C2,164.585009,-62.424999,T,270.0
C2,104.635004,-62.424999,T,270.0
C2,44.684999,-62.424999,T,270.0
C20,218.960014,-271.105024,T,0.0
C20,159.010009,-271.105024,T,0.0
C20,99.060004,-271.105024,T,0.0
C20,39.109999,-271.105024,T,0.0
C20,218.960014,-229.115019,T,0.0
C20,159.010009,-229.115019,T,0.0
C20,99.060004,-229.115019,T,0.0
C20,39.109999,-229.115019,T,0.0
C20,218.960014,-187.125014,T,0.0
C20,159.010009,-187.125014,T,0.0
C20,99.060004,-187.125014,T,0.0
C20,39.109999,-187.125014,T,0.0
C20,218.960014,-145.135009,T,0.0
C20,159.010009,-145.135009,T,0.0
C20,99.060004,-145.135009,T,0.0
C20,39.109999,-145.135009,T,0.0
C20,218.960014,-103.145004,T,0.0
C20,159.010009,-103.145004,T,0.0
C20,99.060004,-103.145004,T,0.0
C20,39.109999,-103.145004,T,0.0
C20,218.960014,-61.154999,T,0.0
C20,159.010009,-61.154999,T,0.0
C20,99.060004,-61.154999,T,0.0
C20,39.109999,-61.154999,T,0.0
C3,226.305014,-272.375024,T,270.0
C3,166.355009,-272.375024,T,270.0
C3,106.405004,-272.375024,T,270.0
C3,46.454999,-272.375024,T,270.0
C3,226.305014,-230.385019,T,270.0
C3,166.355009,-230.385019,T,270.0
C3,106.405004,-230.385019,T,270.0
C3,46.454999,-230.385019,T,270.0
C3,226.305014,-188.395014,T,270.0
C3,166.355009,-188.395014,T,270.0
C3,106.405004,-188.395014,T,270.0
C3,46.454999,-188.395014,T,270.0
C3,226.305014,-146.405009,T,270.0
C3,166.355009,-146.405009,T,270.0
C3,106.405004,-146.405009,T,270.0
C3,46.454999,-146.405009,T,270.0
C3,226.305014,-104.415004,T,270.0
C3,166.355009,-104.415004,T,270.0
C3,106.405004,-104.415004,T,270.0
C3,46.454999,-104.415004,T,270.0
C3,226.305014,-62.424999,T,270.0
C3,166.355009,-62.424999,T,270.0
C3,106.405004,-62.424999,T,270.0
C3,46.454999,-62.424999,T,270.0
C4,234.195014,-255.095024,T,90.0
C4,174.245009,-255.095024,T,90.0
C4,114.295004,-255.095024,T,90.0
C4,54.344999,-255.095024,T,90.0
C4,234.195014,-213.105019,T,90.0
C4,174.245009,-213.105019,T,90.0
C4,114.295004,-213.105019,T,90.0
C4,54.344999,-213.105019,T,90.0
C4,234.195014,-171.115014,T,90.0
C4,174.245009,-171.115014,T,90.0
C4,114.295004,-171.115014,T,90.0
C4,54.344999,-171.115014,T,90.0
C4,234.195014,-129.125009,T,90.0
C4,174.245009,-129.125009,T,90.0
C4,114.295004,-129.125009,T,90.0
C4,54.344999,-129.125009,T,90.0
C4,234.195014,-87.135004,T,90.0
C4,174.245009,-87.135004,T,90.0
C4,114.295004,-87.135004,T,90.0
C4,54.344999,-87.135004,T,90.0
C4,234.195014,-45.144999,T,90.0
C4,174.245009,-45.144999,T,90.0
C4,114.295004,-45.144999,T,90.0
C4,54.344999,-45.144999,T,90.0
C5,234.195014,-273.145024,T,90.0
C5,174.245009,-273.145024,T,90.0
C5,114.295004,-273.145024,T,90.0
C5,54.344999,-273.145024,T,90.0
C5,234.195014,-231.155019,T,90.0
C5,174.245009,-231.155019,T,90.0
C5,114.295004,-231.155019,T,90.0
C5,54.344999,-231.155019,T,90.0
C5,234.195014,-189.165014,T,90.0
C5,174.245009,-189.165014,T,90.0
C5,114.295004,-189.165014,T,90.0
C5,54.344999,-189.165014,T,90.0
C5,234.195014,-147.175009,T,90.0
C5,174.245009,-147.175009,T,90.0
C5,114.295004,-147.175009,T,90.0
C5,54.344999,-147.175009,T,90.0
C5,234.195014,-105.185004,T,90.0
C5,174.245009,-105.185004,T,90.0
C5,114.295004,-105.185004,T,90.0
C5,54.344999,-105.185004,T,90.0
C5,234.195014,-63.194999,T,90.0
C5,174.245009,-63.194999,T,90.0
C5,114.295004,-63.194999,T,90.0
C5,54.344999,-63.194999,T,90.0
C6,227.850014,-263.985024,T,90.0
C6,167.900009,-263.985024,T,90.0
C6,107.950004,-263.985024,T,90.0
C6,47.999999,-263.985024,T,90.0
C6,227.850014,-221.995019,T,90.0
C6,167.900009,-221.995019,T,90.0
C6,107.950004,-221.995019,T,90.0
C6,47.999999,-221.995019,T,90.0
C6,227.850014,-180.005014,T,90.0
C6,167.900009,-180.005014,T,90.0
C6,107.950004,-180.005014,T,90.0
C6,47.999999,-180.005014,T,90.0
C6,227.850014,-138.015009,T,90.0
C6,167.900009,-138.015009,T,90.0
C6,107.950004,-138.015009,T,90.0
C6,47.999999,-138.015009,T,90.0
C6,227.850014,-96.025004,T,90.0
C6,167.900009,-96.025004,T,90.0
C6,107.950004,-96.025004,T,90.0
C6,47.999999,-96.025004,T,90.0
C6,227.850014,-54.034999,T,90.0
C6,167.900009,-54.034999,T,90.0
C6,107.950004,-54.034999,T,90.0
C6,47.999999,-54.034999,T,90.0
C7,249.165014,-259.470024,T,90.0
C7,189.215009,-259.470024,T,90.0
C7,129.265004,-259.470024,T,90.0
C7,69.314999,-259.470024,T,90.0
C7,249.165014,-217.480019,T,90.0
C7,189.215009,-217.480019,T,90.0
C7,129.265004,-217.480019,T,90.0
C7,69.314999,-217.480019,T,90.0
C7,249.165014,-175.490014,T,90.0
C7,189.215009,-175.490014,T,90.0
C7,129.265004,-175.490014,T,90.0
C7,69.314999,-175.490014,T,90.0
C7,249.165014,-133.500009,T,90.0
C7,189.215009,-133.500009,T,90.0
C7,129.265004,-133.500009,T,90.0
C7,69.314999,-133.500009,T,90.0
C7,249.165014,-91.510004,T,90.0
C7,189.215009,-91.510004,T,90.0
C7,129.265004,-91.510004,T,90.0
C7,69.314999,-91.510004,T,90.0
C7,249.165014,-49.519999,T,90.0
C7,189.215009,-49.519999,T,90.0
C7,129.265004,-49.519999,T,90.0
C7,69.314999,-49.519999,T,90.0
C8,249.165014,-269.835024,T,90.0
C8,189.215009,-269.835024,T,90.0
C8,129.265004,-269.835024,T,90.0
C8,69.314999,-269.835024,T,90.0
C8,249.165014,-227.845019,T,90.0
C8,189.215009,-227.845019,T,90.0
C8,129.265004,-227.845019,T,90.0
C8,69.314999,-227.845019,T,90.0
C8,249.165014,-185.855014,T,90.0
C8,189.215009,-185.855014,T,90.0
C8,129.265004,-185.855014,T,90.0
C8,69.314999,-185.855014,T,90.0
C8,249.165014,-143.865009,T,90.0
C8,189.215009,-143.865009,T,90.0
C8,129.265004,-143.865009,T,90.0
C8,69.314999,-143.865009,T,90.0
C8,249.165014,-101.875004,T,90.0
C8,189.215009,-101.875004,T,90.0
C8,129.265004,-101.875004,T,90.0
C8,69.314999,-101.875004,T,90.0
C8,249.165014,-59.884999,T,90.0
C8,189.215009,-59.884999,T,90.0
C8,129.265004,-59.884999,T,90.0
C8,69.314999,-59.884999,T,90.0
C9,249.165014,-264.755024,T,90.0
C9,189.215009,-264.755024,T,90.0
C9,129.265004,-264.755024,T,90.0
C9,69.314999,-264.755024,T,90.0
C9,249.165014,-222.765019,T,90.0
C9,189.215009,-222.765019,T,90.0
C9,129.265004,-222.765019,T,90.0
C9,69.314999,-222.765019,T,90.0
C9,249.165014,-180.775014,T,90.0
C9,189.215009,-180.775014,T,90.0
C9,129.265004,-180.775014,T,90.0
C9,69.314999,-180.775014,T,90.0
C9,249.165014,-138.785009,T,90.0
C9,189.215009,-138.785009,T,90.0
C9,129.265004,-138.785009,T,90.0
C9,69.314999,-138.785009,T,90.0
C9,249.165014,-96.795004,T,90.0
C9,189.215009,-96.795004,T,90.0
C9,129.265004,-96.795004,T,90.0
C9,69.314999,-96.795004,T,90.0
C9,249.165014,-54.804999,T,90.0
C9,189.215009,-54.804999,T,90.0
C9,129.265004,-54.804999,T,90.0
C9,69.314999,-54.804999,T,90.0
D1,251.205014,-246.492524,T,90.0
D1,191.255009,-246.492524,T,90.0
D1,131.305004,-246.492524,T,90.0
D1,71.354999,-246.492524,T,90.0
D1,251.205014,-204.502519,T,90.0
D1,191.255009,-204.502519,T,90.0
D1,131.305004,-204.502519,T,90.0
D1,71.354999,-204.502519,T,90.0
D1,251.205014,-162.512514,T,90.0
D1,191.255009,-162.512514,T,90.0
D1,131.305004,-162.512514,T,90.0
D1,71.354999,-162.512514,T,90.0
D1,251.205014,-120.522509,T,90.0
D1,191.255009,-120.522509,T,90.0
D1,131.305004,-120.522509,T,90.0
D1,71.354999,-120.522509,T,90.0
D1,251.205014,-78.532504,T,90.0
D1,191.255009,-78.532504,T,90.0
D1,131.305004,-78.532504,T,90.0
D1,71.354999,-78.532504,T,90.0
D1,251.205014,-36.542499,T,90.0
D1,191.255009,-36.542499,T,90.0
D1,131.305004,-36.542499,T,90.0
D1,71.354999,-36.542499,T,90.0
D2,251.205014,-243.647524,T,90.0
D2,191.255009,-243.647524,T,90.0
D2,131.305004,-243.647524,T,90.0
D2,71.354999,-243.647524,T,90.0
D2,251.205014,-201.657519,T,90.0
D2,191.255009,-201.657519,T,90.0
D2,131.305004,-201.657519,T,90.0
D2,71.354999,-201.657519,T,90.0
D2,251.205014,-159.667514,T,90.0
D2,191.255009,-159.667514,T,90.0
D2,131.305004,-159.667514,T,90.0
D2,71.354999,-159.667514,T,90.0
D2,251.205014,-117.677509,T,90.0
D2,191.255009,-117.677509,T,90.0
D2,131.305004,-117.677509,T,90.0
D2,71.354999,-117.677509,T,90.0
D2,251.205014,-75.687504,T,90.0
D2,191.255009,-75.687504,T,90.0
D2,131.305004,-75.687504,T,90.0
D2,71.354999,-75.687504,T,90.0
D2,251.205014,-33.697499,T,90.0
D2,191.255009,-33.697499,T,90.0
D2,131.305004,-33.697499,T,90.0
D2,71.354999,-33.697499,T,90.0
IC1,216.915014,-264.255024,T,270.0
IC1,156.965009,-264.255024,T,270.0
IC1,97.015004,-264.255024,T,270.0
IC1,37.064999,-264.255024,T,270.0
IC1,216.915014,-222.265019,T,270.0
IC1,156.965009,-222.265019,T,270.0
IC1,97.015004,-222.265019,T,270.0
IC1,37.064999,-222.265019,T,270.0
IC1,216.915014,-180.275014,T,270.0
IC1,156.965009,-180.275014,T,270.0
IC1,97.015004,-180.275014,T,270.0
IC1,37.064999,-180.275014,T,270.0
IC1,216.915014,-138.285009,T,270.0
IC1,156.965009,-138.285009,T,270.0
IC1,97.015004,-138.285009,T,270.0
IC1,37.064999,-138.285009,T,270.0
IC1,216.915014,-96.295004,T,270.0
IC1,156.965009,-96.295004,T,270.0
IC1,97.015004,-96.295004,T,270.0
IC1,37.064999,-96.295004,T,270.0
IC1,216.915014,-54.304999,T,270.0
IC1,156.965009,-54.304999,T,270.0
IC1,97.015004,-54.304999,T,270.0
IC1,37.064999,-54.304999,T,270.0
J1,225.805014,-246.975024,T,0.0
J1,165.855009,-246.975024,T,0.0
J1,105.905004,-246.975024,T,0.0
J1,45.954999,-246.975024,T,0.0
J1,225.805014,-204.985019,T,0.0
J1,165.855009,-204.985019,T,0.0
J1,105.905004,-204.985019,T,0.0
J1,45.954999,-204.985019,T,0.0
J1,225.805014,-162.995014,T,0.0
J1,165.855009,-162.995014,T,0.0
J1,105.905004,-162.995014,T,0.0
J1,45.954999,-162.995014,T,0.0
J1,225.805014,-121.005009,T,0.0
J1,165.855009,-121.005009,T,0.0
J1,105.905004,-121.005009,T,0.0
J1,45.954999,-121.005009,T,0.0
J1,225.805014,-79.015004,T,0.0
J1,165.855009,-79.015004,T,0.0
J1,105.905004,-79.015004,T,0.0
J1,45.954999,-79.015004,T,0.0
J1,225.805014,-37.024999,T,0.0
J1,165.855009,-37.024999,T,0.0
J1,105.905004,-37.024999,T,0.0
J1,45.954999,-37.024999,T,0.0
J2,256.285014,-243.165024,T,270.0
J2,196.335009,-243.165024,T,270.0
J2,136.385004,-243.165024,T,270.0
J2,76.434999,-243.165024,T,270.0
J2,256.285014,-201.175019,T,270.0
J2,196.335009,-201.175019,T,270.0
J2,136.385004,-201.175019,T,270.0
J2,76.434999,-201.175019,T,270.0
J2,256.285014,-159.185014,T,270.0
J2,196.335009,-159.185014,T,270.0
J2,136.385004,-159.185014,T,270.0
J2,76.434999,-159.185014,T,270.0
J2,256.285014,-117.195009,T,270.0
J2,196.335009,-117.195009,T,270.0
J2,136.385004,-117.195009,T,270.0
J2,76.434999,-117.195009,T,270.0
J2,256.285014,-75.205004,T,270.0
J2,196.335009,-75.205004,T,270.0
J2,136.385004,-75.205004,T,270.0
J2,76.434999,-75.205004,T,270.0
J2,256.285014,-33.214999,T,270.0
J2,196.335009,-33.214999,T,270.0
J2,136.385004,-33.214999,T,270.0
J2,76.434999,-33.214999,T,270.0
J3,225.805014,-241.895024,T,0.0
J3,165.855009,-241.895024,T,0.0
J3,105.905004,-241.895024,T,0.0
J3,45.954999,-241.895024,T,0.0
J3,225.805014,-199.905019,T,0.0
J3,165.855009,-199.905019,T,0.0
J3,105.905004,-199.905019,T,0.0
J3,45.954999,-199.905019,T,0.0
J3,225.805014,-157.915014,T,0.0
J3,165.855009,-157.915014,T,0.0
J3,105.905004,-157.915014,T,0.0
J3,45.954999,-157.915014,T,0.0
J3,225.805014,-115.925009,T,0.0
J3,165.855009,-115.925009,T,0.0
J3,105.905004,-115.925009,T,0.0
J3,45.954999,-115.925009,T,0.0
J3,225.805014,-73.935004,T,0.0
J3,165.855009,-73.935004,T,0.0
J3,105.905004,-73.935004,T,0.0
J3,45.954999,-73.935004,T,0.0
J3,225.805014,-31.944999,T,0.0
J3,165.855009,-31.944999,T,0.0
J3,105.905004,-31.944999,T,0.0
J3,45.954999,-31.944999,T,0.0
J5,256.285014,-274.915024,T,270.0
J5,196.335009,-274.915024,T,270.0
J5,136.385004,-274.915024,T,270.0
J5,76.434999,-274.915024,T,270.0
J5,256.285014,-232.925019,T,270.0
J5,196.335009,-232.925019,T,270.0
J5,136.385004,-232.925019,T,270.0
J5,76.434999,-232.925019,T,270.0
J5,256.285014,-190.935014,T,270.0
J5,196.335009,-190.935014,T,270.0
J5,136.385004,-190.935014,T,270.0
J5,76.434999,-190.935014,T,270.0
J5,256.285014,-148.945009,T,270.0
J5,196.335009,-148.945009,T,270.0
J5,136.385004,-148.945009,T,270.0
J5,76.434999,-148.945009,T,270.0
J5,256.285014,-106.955004,T,270.0
J5,196.335009,-106.955004,T,270.0
J5,136.385004,-106.955004,T,270.0
J5,76.434999,-106.955004,T,270.0
J5,256.285014,-64.964999,T,270.0
J5,196.335009,-64.964999,T,270.0
J5,136.385004,-64.964999,T,270.0
J5,76.434999,-64.964999,T,270.0
J6,256.285014,-250.785024,T,270.0
J6,196.335009,-250.785024,T,270.0
J6,136.385004,-250.785024,T,270.0
J6,76.434999,-250.785024,T,270.0
J6,256.285014,-208.795019,T,270.0
J6,196.335009,-208.795019,T,270.0
J6,136.385004,-208.795019,T,270.0
J6,76.434999,-208.795019,T,270.0
J6,256.285014,-166.805014,T,270.0
J6,196.335009,-166.805014,T,270.0
J6,136.385004,-166.805014,T,270.0
J6,76.434999,-166.805014,T,270.0
J6,256.285014,-124.815009,T,270.0
J6,196.335009,-124.815009,T,270.0
J6,136.385004,-124.815009,T,270.0
J6,76.434999,-124.815009,T,270.0
J6,256.285014,-82.825004,T,270.0
J6,196.335009,-82.825004,T,270.0
J6,136.385004,-82.825004,T,270.0
J6,76.434999,-82.825004,T,270.0
J6,256.285014,-40.834999,T,270.0
J6,196.335009,-40.834999,T,270.0
J6,136.385004,-40.834999,T,270.0
J6,76.434999,-40.834999,T,270.0
Q1,243.585014,-253.325024,T,0.0
Q1,183.635009,-253.325024,T,0.0
Q1,123.685004,-253.325024,T,0.0
Q1,63.734999,-253.325024,T,0.0
Q1,243.585014,-211.335019,T,0.0
Q1,183.635009,-211.335019,T,0.0
Q1,123.685004,-211.335019,T,0.0
Q1,63.734999,-211.335019,T,0.0
Q1,243.585014,-169.345014,T,0.0
Q1,183.635009,-169.345014,T,0.0
Q1,123.685004,-169.345014,T,0.0
Q1,63.734999,-169.345014,T,0.0
Q1,243.585014,-127.355009,T,0.0
Q1,183.635009,-127.355009,T,0.0
Q1,123.685004,-127.355009,T,0.0
Q1,63.734999,-127.355009,T,0.0
Q1,243.585014,-85.365004,T,0.0
Q1,183.635009,-85.365004,T,0.0
Q1,123.685004,-85.365004,T,0.0
Q1,63.734999,-85.365004,T,0.0
Q1,243.585014,-43.374999,T,0.0
Q1,183.635009,-43.374999,T,0.0
